KEY_ISTAT_COMUNE,DESC_COMUNE,CLASSE_A_PIU,CLASSE_A,CLASSE_B,CLASSE_C,CLASSE_D,CLASSE_E,CLASSE_F,CLASSE_G,CLASSE_NC
005096,ROCCHETTA TANARO,0,0,2,9,12,8,14,28,31
005097,SAN DAMIANO D'ASTI,1,3,53,95,78,65,79,133,82
005098,SAN GIORGIO SCARAMPI,0,0,0,0,1,1,0,2,5
005099,SAN MARTINO ALFIERI,0,0,3,2,3,4,6,7,9
005100,SAN MARZANO OLIVETO,0,2,1,9,11,5,16,13,13
005101,SAN PAOLO SOLBRITO,0,0,8,1,7,9,10,10,11
005103,SCURZOLENGO,0,0,5,5,1,4,7,17,9
005104,SEROLE,0,1,0,0,0,1,0,2,8
005105,SESSAME,0,0,0,1,0,0,2,1,2
005106,SETTIME,0,0,0,1,5,3,14,18,6
006021,BOSCO MARENGO,0,0,5,3,13,19,21,30,33
006022,BOSIO,0,0,0,0,1,3,8,12,33
006023,BOZZOLE,0,0,0,2,3,2,6,4,1
006024,BRIGNANO-FRASCATA,0,0,0,4,4,0,2,9,12
006025,CABELLA LIGURE,0,0,0,1,2,2,2,14,49
006026,CAMAGNA MONFERRATO,0,0,3,1,1,5,0,5,5
006027,CAMINO,0,1,0,5,6,12,4,22,21
006028,CANTALUPO LIGURE,0,0,1,4,3,3,0,6,21
006029,CAPRIATA D'ORBA,0,6,9,37,21,15,14,27,18
006030,CARBONARA SCRIVIA,2,2,8,17,16,10,9,15,11
006031,CARENTINO,0,0,0,1,0,1,2,3,5
006032,CAREZZANO,0,0,1,2,1,3,3,7,19
006033,CARPENETO,0,1,7,22,5,7,10,19,20
006034,CARREGA LIGURE,0,0,0,0,0,0,0,1,31
006035,CARROSIO,0,1,4,0,1,0,3,7,9
006036,CARTOSIO,0,0,1,3,6,3,5,13,25
006037,CASAL CERMELLI,0,0,2,6,10,4,14,8,6
006038,CASALEGGIO BOIRO,0,0,1,0,4,5,5,6,5
006039,CASALE MONFERRATO,7,9,102,335,491,398,346,528,283
006040,CASALNOCETO,0,0,6,9,7,10,13,15,11
006041,CASASCO,0,0,0,0,0,1,0,3,6
006042,CASSANO SPINOLA,0,1,1,16,8,12,8,25,14
006043,CASSINE,0,0,16,23,25,29,13,27,23
006044,CASSINELLE,0,2,0,7,8,4,6,14,34
006045,CASTELLANIA,0,0,0,3,1,0,0,1,6
006046,CASTELLAR GUIDOBONO,0,3,3,3,5,3,6,5,3
006047,CASTELLAZZO BORMIDA,2,3,17,59,39,25,34,27,28
006048,CASTELLETTO D'ERRO,0,0,0,1,2,1,0,1,7
006049,CASTELLETTO D'ORBA,0,0,3,31,16,14,16,28,29
006050,CASTELLETTO MERLI,0,0,0,5,4,7,6,19,13
006051,CASTELLETTO MONFERRATO,0,0,5,20,19,20,16,11,4
006052,CASTELNUOVO BORMIDA,0,0,1,6,8,4,5,8,23
006053,CASTELNUOVO SCRIVIA,0,7,11,27,44,26,20,41,22
006054,CASTELSPINA,0,0,0,0,0,2,1,5,6
006055,CAVATORE,0,0,1,1,0,2,0,5,7
006056,CELLA MONTE,0,0,0,3,7,4,3,9,14
006057,CERESETO,0,0,1,1,2,1,4,8,10
006058,CERRETO GRUE,0,0,1,1,1,0,0,9,6
006059,CERRINA MONFERRATO,0,0,4,6,9,6,4,25,15
006060,CONIOLO,0,0,1,7,4,5,4,7,13
006061,CONZANO,0,0,4,5,9,6,5,25,10
006062,COSTA VESCOVATO,0,1,2,2,3,3,2,4,9
006063,CREMOLINO,0,0,1,12,10,7,10,23,24
006064,CUCCARO MONFERRATO,0,0,1,1,0,2,5,11,5
006065,DENICE,0,0,0,0,0,1,0,7,5
006066,DERNICE,0,0,0,2,0,2,1,3,7
006067,FABBRICA CURONE,0,0,1,4,2,2,11,17,22
006068,FELIZZANO,0,1,3,6,8,6,13,8,15
006069,FRACONALTO,0,0,0,0,3,2,1,7,11
006070,FRANCAVILLA BISIO,0,2,1,8,1,5,3,4,5
006071,FRASCARO,0,0,1,2,0,2,2,1,4
006072,FRASSINELLO MONFERRATO,0,0,0,1,1,7,4,10,10
006073,FRASSINETO PO,0,0,4,6,5,3,6,9,12
006074,FRESONARA,0,0,4,5,3,5,6,11,4
006075,FRUGAROLO,0,1,6,14,8,14,5,18,11
006076,FUBINE,0,0,5,27,57,13,19,27,19
006077,GABIANO,1,0,3,3,2,2,4,23,16
006078,GAMALERO,0,1,4,4,4,3,5,15,4
006079,GARBAGNA,0,0,0,1,3,2,4,8,11
006080,GAVAZZANA,0,1,4,0,1,2,2,3,3
006081,GAVI,2,1,40,55,40,42,37,90,69
006082,GIAROLE,0,0,5,6,0,4,3,7,2
006083,GREMIASCO,0,0,0,0,1,1,2,7,12
006084,GROGNARDO,1,0,1,1,3,3,6,6,12
006085,GRONDONA,0,0,0,1,4,3,2,7,11
006086,GUAZZORA,0,0,0,0,0,1,1,4,1
006087,ISOLA SANT'ANTONIO,0,0,2,4,3,5,4,10,4
006088,LERMA,0,0,1,6,11,9,14,14,19
006089,LU,0,0,1,4,15,8,8,18,19
006090,MALVICINO,0,0,0,1,2,0,0,0,5
006091,MASIO,0,0,1,10,19,13,12,4,5
006092,MELAZZO,1,0,3,8,7,4,2,15,30
006093,MERANA,0,0,0,0,1,1,1,4,11
006094,MIRABELLO MONFERRATO,0,0,3,1,5,4,10,21,11
006095,MOLARE,2,2,0,13,16,14,14,23,32
006096,MOLINO DEI TORTI,0,0,1,1,5,3,3,9,1
006097,MOMBELLO MONFERRATO,0,0,3,1,1,6,10,18,20
006098,MOMPERONE,0,0,2,1,1,2,2,3,3
006099,MONCESTINO,0,0,0,0,2,3,4,8,10
006100,MONGIARDINO LIGURE,0,0,1,0,3,0,1,5,18
006101,MONLEALE,0,0,1,1,4,6,8,6,6
006102,MONTACUTO,0,0,1,1,0,1,1,5,14
006103,MONTALDEO,0,0,0,0,0,0,1,2,6
006104,MONTALDO BORMIDA,0,1,0,4,4,7,4,9,12
006105,MONTECASTELLO,0,0,0,0,4,3,3,5,3
006106,MONTECHIARO D'ACQUI,0,0,0,6,4,2,4,3,8
006107,MONTEGIOCO,0,0,1,0,5,1,1,3,2
006108,MONTEMARZINO,0,0,0,1,1,0,3,3,8
006109,MORANO SUL PO,0,0,3,3,3,9,6,20,16
006110,MORBELLO,0,0,0,2,1,2,0,9,21
006111,MORNESE,0,0,2,4,5,3,3,10,14
006112,MORSASCO,0,0,1,2,3,2,4,9,15
006113,MURISENGO,0,0,1,10,16,9,10,43,32
006114,NOVI LIGURE,20,50,134,241,337,245,197,280,159
006115,OCCIMIANO,0,1,4,6,15,12,7,17,9
006116,ODALENGO GRANDE,0,0,1,0,1,6,3,11,12
006117,ODALENGO PICCOLO,0,0,0,2,3,2,9,7,3
006118,OLIVOLA,0,0,0,1,2,0,2,3,2
006119,ORSARA BORMIDA,0,0,1,4,4,3,2,6,7
006120,OTTIGLIO,0,0,1,5,2,3,3,8,20
006121,OVADA,1,6,54,148,207,124,92,133,80
006122,OVIGLIO,0,0,6,7,3,8,5,11,9
006123,OZZANO MONFERRATO,0,0,10,6,3,10,6,17,25
006124,PADERNA,0,0,1,0,1,1,1,1,1
006125,PARETO,0,0,0,4,4,0,3,10,21
006126,PARODI LIGURE,0,0,1,1,3,4,2,10,31
006127,PASTURANA,1,2,50,19,11,4,3,10,2
006128,PECETTO DI VALENZA,0,0,3,7,3,9,10,9,13
006129,PIETRA MARAZZI,0,0,0,3,4,7,5,4,14
006130,PIOVERA,0,0,3,5,6,4,5,10,4
006131,POMARO MONFERRATO,0,0,1,2,1,6,1,4,5
006132,PONTECURONE,0,0,10,29,44,53,36,44,53
006133,PONTESTURA,0,0,3,9,6,10,18,23,20
006134,PONTI,0,2,3,3,2,2,3,11,19
006135,PONZANO MONFERRATO,0,0,0,2,2,3,6,3,5
006136,PONZONE,0,0,0,4,11,8,7,29,75
006137,POZZOL GROPPO,0,0,1,1,2,4,4,11,3
006138,POZZOLO FORMIGARO,2,1,19,51,29,33,27,40,46
006139,PRASCO,0,0,0,2,6,3,3,4,11
006140,PREDOSA,3,1,5,7,15,9,12,16,24
006141,QUARGNENTO,0,0,7,15,13,13,11,17,4
006142,QUATTORDIO,1,0,4,8,7,12,5,12,13
006143,RICALDONE,0,0,0,3,3,4,2,7,6
006144,RIVALTA BORMIDA,0,0,2,9,13,12,10,11,19
006145,RIVARONE,0,1,0,7,6,3,1,3,3
006146,ROCCAFORTE LIGURE,0,0,0,0,1,1,1,2,8
006147,ROCCA GRIMALDA,0,2,17,8,9,12,14,10,20
006148,ROCCHETTA LIGURE,0,0,1,1,1,1,2,2,6
006149,ROSIGNANO MONFERRATO,1,0,7,17,9,6,7,24,13
006150,SALA MONFERRATO,0,0,1,0,2,1,3,10,6
006151,SALE,1,2,15,18,28,28,21,35,24
006152,SAN CRISTOFORO,0,0,0,1,1,3,4,3,15
006153,SAN GIORGIO MONFERRATO,0,1,5,7,14,14,8,12,7
006154,SAN SALVATORE MONFERRATO,1,0,15,32,38,33,37,37,20
006155,SAN SEBASTIANO CURONE,0,0,1,4,7,4,2,8,4
006156,SANT'AGATA FOSSILI,0,0,0,0,2,0,1,3,7
006157,SARDIGLIANO,0,0,2,4,0,0,1,4,9
006158,SAREZZANO,0,1,4,5,7,7,6,13,13
006159,SERRALUNGA DI CREA,0,0,0,2,1,11,3,11,11
006160,SERRAVALLE SCRIVIA,5,26,43,76,50,48,48,53,44
006161,SEZZADIO,0,1,0,6,4,10,7,15,16
006162,SILVANO D'ORBA,0,0,11,18,33,17,24,43,23
006163,SOLERO,0,0,8,16,12,17,7,17,13
006164,SOLONGHELLO,0,0,0,2,1,0,2,4,7
006165,SPIGNO MONFERRATO,1,0,1,1,4,2,5,9,30
006166,SPINETO SCRIVIA,0,0,0,2,4,3,2,4,5
006167,STAZZANO,1,2,19,33,27,23,13,31,25
006168,STREVI,0,0,9,7,18,8,15,18,24
006169,TAGLIOLO MONFERRATO,1,2,7,11,16,9,12,16,18
006170,TASSAROLO,0,1,7,8,9,3,6,15,13
006171,TERRUGGIA,0,1,4,9,13,3,1,4,12
006172,TERZO,0,0,11,4,8,0,3,10,3
006173,TICINETO,0,0,1,13,6,12,10,24,8
006174,TORTONA,8,55,202,349,440,355,287,352,155
006175,TREVILLE,0,0,0,5,0,2,1,2,4
006176,TRISOBBIO,0,1,5,1,2,2,4,10,16
006177,VALENZA,3,7,61,285,367,221,238,303,122
006178,VALMACCA,0,0,2,1,7,10,7,14,17
006179,VIGNALE MONFERRATO,2,0,2,6,17,18,14,26,29
006180,VIGNOLE BORBERA,0,0,18,19,16,8,17,29,18
006181,VIGUZZOLO,0,1,5,27,30,31,26,22,22
006182,VILLADEATI,0,0,0,2,2,4,5,9,23
006183,VILLALVERNIA,0,0,1,7,8,7,8,13,3
006184,VILLAMIROGLIO,0,0,0,0,0,2,4,9,12
006185,VILLANOVA MONFERRATO,0,1,1,11,12,18,18,16,21
006186,VILLAROMAGNANO,0,1,1,7,4,7,2,7,7
006187,VISONE,0,3,2,6,17,12,16,13,23
006188,VOLPEDO,0,0,3,13,7,8,8,16,9
006189,VOLPEGLINO,0,0,0,0,0,1,1,5,3
006190,VOLTAGGIO,0,0,0,4,7,4,6,12,22
096001,AILOCHE,0,0,2,1,2,1,2,10,9
096002,ANDORNO MICCA,0,1,10,20,37,25,36,46,37
096003,BENNA,0,0,8,4,10,6,4,14,14
096004,BIELLA,11,23,201,724,956,684,538,724,360
096005,BIOGLIO,0,0,1,0,5,8,4,20,23
096006,BORRIANA,1,2,1,8,6,7,3,5,10
096007,BRUSNENGO,0,0,0,6,7,18,10,23,28
096008,CALLABIANA,0,0,0,1,0,0,2,2,8
096009,CAMANDONA,0,0,0,0,2,2,2,7,17
096010,CAMBURZANO,0,0,4,4,17,7,2,13,8
096011,CAMPIGLIA CERVO,0,1,2,0,2,0,4,5,13
096012,CANDELO,1,2,26,70,56,57,66,76,77
096013,CAPRILE,1,0,0,1,0,0,5,3,7
096014,CASAPINTA,0,0,0,0,0,5,7,6,6
096015,CASTELLETTO CERVO,0,2,5,2,1,1,6,7,9
096016,CAVAGLIA',0,0,9,14,30,25,25,39,35
096017,CERRETO CASTELLO,0,0,1,6,10,5,3,7,3
096018,CERRIONE,0,1,8,18,27,20,23,46,25
096019,COGGIOLA,0,0,6,6,14,10,8,23,24
096020,COSSATO,0,6,53,159,204,148,113,196,130
096021,CREVACUORE,0,0,4,6,13,6,14,33,21
096022,CROSA,0,0,1,0,0,2,3,6,9
096023,CURINO,0,0,1,1,1,4,2,12,22
096024,DONATO,0,0,0,0,3,4,5,9,18
096025,DORZANO,0,1,5,5,8,12,12,14,5
096026,GAGLIANICO,1,2,23,36,77,36,44,50,15
096027,GIFFLENGA,0,0,0,0,0,0,0,0,3
096028,GRAGLIA,0,2,4,12,16,21,19,22,40
096029,LESSONA,3,3,6,17,14,12,10,25,28
096030,MAGNANO,0,0,0,1,1,4,6,9,29
096031,MASSAZZA,0,0,3,12,2,2,4,10,11
096032,MASSERANO,0,1,4,13,18,8,17,36,41
096033,MEZZANA MORTIGLIENGO,0,0,0,0,0,3,2,6,22
096034,MIAGLIANO,0,0,1,3,2,2,2,9,13
096035,MONGRANDO,1,2,8,26,26,30,31,46,44
096037,MOTTALCIATA,0,0,2,5,8,6,7,16,15
096038,MUZZANO,0,1,1,2,6,6,4,7,18
096039,NETRO,0,0,1,2,0,4,9,21,35
096040,OCCHIEPPO INFERIORE,0,0,15,26,26,36,18,52,29
096041,OCCHIEPPO SUPERIORE,0,0,6,20,27,11,13,30,28
096042,PETTINENGO,1,0,1,7,7,6,9,17,22
096043,PIATTO,0,1,0,2,2,3,7,8,4
096044,PIEDICAVALLO,0,0,0,0,0,1,2,2,30
096046,POLLONE,0,1,12,18,14,21,19,21,22
096047,PONDERANO,2,0,14,45,37,37,31,44,27
096048,PORTULA,0,0,0,3,1,8,6,11,16
096049,PRALUNGO,1,1,3,35,35,19,11,36,44
096050,PRAY,0,0,5,14,14,22,15,41,27
096051,QUAREGNA,0,2,26,13,23,12,16,16,10
096052,QUITTENGO,0,0,0,1,1,0,2,7,20
096053,RONCO BIELLESE,0,0,5,3,16,12,4,14,21
096054,ROPPOLO,0,3,7,10,10,10,9,17,12
096055,ROSAZZA,0,0,0,0,0,1,3,3,10
096056,SAGLIANO MICCA,1,0,5,14,31,19,17,36,32
096057,SALA BIELLESE,0,0,0,2,3,7,2,9,16
096058,SALUSSOLA,0,0,2,13,9,10,16,35,54
096059,SANDIGLIANO,0,2,13,14,27,28,29,27,9
096060,SAN PAOLO CERVO,0,0,1,0,0,0,0,2,4
096061,SELVE MARCONE,0,0,0,1,2,0,1,0,2
096062,SOPRANA,0,0,2,0,2,3,5,8,21
096063,SORDEVOLO,0,3,4,10,13,9,13,20,31
096064,SOSTEGNO,3,0,1,8,4,7,6,7,13
096065,STRONA,0,0,0,1,1,3,7,15,21
096066,TAVIGLIANO,0,0,5,4,12,5,5,13,18
096067,TERNENGO,0,0,0,2,1,6,3,1,5
096068,TOLLEGNO,1,0,7,18,39,27,25,38,29
096069,TORRAZZO,0,0,0,0,1,1,2,2,14
096070,TRIVERO,3,6,7,26,47,40,36,70,58
096071,VALDENGO,0,0,10,7,23,14,13,29,11
096072,VALLANZENGO,0,0,1,2,0,1,2,2,10
096073,VALLE MOSSO,0,4,17,16,14,21,30,52,58
096074,VALLE SAN NICOLAO,0,0,1,4,4,5,4,21,21
096075,VEGLIO,0,0,2,4,1,7,6,7,7
096076,VERRONE,0,0,13,14,17,15,12,24,14
096077,VIGLIANO BIELLESE,0,1,32,73,72,67,68,111,59
096078,VILLA DEL BOSCO,0,0,0,0,2,4,4,4,4
096079,VILLANOVA BIELLESE,0,0,7,0,0,1,1,2,0
096080,VIVERONE,0,0,7,10,18,17,17,45,32
096081,ZIMONE,0,0,0,0,3,4,3,12,7
096082,ZUBIENA,0,0,2,5,7,2,9,25,36
096083,ZUMAGLIA,0,0,0,6,11,13,6,9,9
096084,MOSSO,0,0,1,6,8,6,10,24,25
103001,ANTRONA SCHIERANCO,0,0,0,2,3,1,4,12,30
103002,ANZOLA D'OSSOLA,0,0,1,6,4,1,5,2,6
103003,ARIZZANO,0,1,4,17,14,18,23,48,20
103004,AROLA,0,0,0,0,1,0,1,4,7
103005,AURANO,0,0,0,0,0,1,1,0,12
103006,BACENO,1,1,3,3,6,6,3,14,32
103007,BANNIO ANZINO,0,0,1,1,2,1,4,4,21
103008,BAVENO,1,0,20,73,93,82,88,138,74
103009,BEE,0,0,5,17,11,14,15,27,32
103010,BELGIRATE,0,0,2,8,20,12,17,19,28
103011,BEURA-CARDEZZA,1,0,6,4,9,7,5,6,21
103012,BOGNANCO,1,0,0,0,4,4,9,16,18
103013,BROVELLO-CARPUGNINO,0,1,6,22,10,7,13,24,24
103014,CALASCA-CASTIGLIONE,0,0,0,1,0,1,2,2,14
103015,CAMBIASCA,0,0,8,18,10,17,13,9,16
103016,CANNERO RIVIERA,0,19,21,17,10,15,27,52,36
103017,CANNOBIO,0,3,36,38,47,66,82,134,118
103018,CAPREZZO,0,0,0,0,3,0,3,0,10
103019,CASALE CORTE CERRO,0,1,12,17,25,15,18,29,29
103020,CAVAGLIO-SPOCCIA,0,0,0,0,0,2,1,10,16
103021,CEPPO MORELLI,0,0,1,0,2,1,2,7,11
103022,CESARA,0,0,2,10,2,3,11,11,23
103023,COSSOGNO,0,0,1,2,2,6,3,17,33
103024,CRAVEGGIA,0,0,1,15,25,17,24,28,22
103025,CREVOLADOSSOLA,0,2,18,36,45,25,27,38,48
103026,CRODO,0,0,3,4,4,15,16,27,45
103027,CURSOLO-ORASSO,0,0,0,0,0,0,0,2,16
103028,DOMODOSSOLA,8,61,117,227,282,204,144,210,143
103029,DRUOGNO,0,0,4,17,7,12,11,22,19
103030,FALMENTA,0,0,0,0,0,0,0,3,14
103031,FORMAZZA,0,0,2,8,6,4,3,0,3
103032,GERMAGNO,0,0,0,0,0,1,0,2,6
103033,GHIFFA,0,10,12,55,45,31,52,67,36
103034,GIGNESE,0,0,12,5,29,22,17,45,39
103035,GRAVELLONA TOCE,3,4,63,67,88,86,79,110,77
103036,GURRO,0,0,0,1,1,3,1,6,25
103037,INTRAGNA,0,0,0,0,0,0,0,5,3
103038,LOREGLIA,0,0,0,0,1,0,0,0,5
103039,MACUGNAGA,0,0,9,18,23,19,18,43,19
103040,MADONNA DEL SASSO,0,0,0,5,2,4,11,7,28
103041,MALESCO,0,0,2,15,20,15,16,23,47
103042,MASERA,0,1,14,16,15,12,6,12,9
103043,MASSIOLA,0,0,0,0,0,0,0,0,5
103044,MERGOZZO,0,0,8,18,24,13,18,45,48
103045,MIAZZINA,0,0,0,1,3,3,6,7,18
103046,MONTECRESTESE,0,0,8,11,5,8,11,10,17
103047,MONTESCHENO,0,0,1,1,1,0,2,5,24
103048,NONIO,0,0,6,9,8,5,5,13,14
103049,OGGEBBIO,0,1,1,12,21,26,48,46,44
103050,OMEGNA,0,12,55,119,195,161,136,201,144
103051,ORNAVASSO,0,0,18,41,15,22,18,38,45
103052,PALLANZENO,0,0,1,3,4,5,6,8,17
103053,PIEDIMULERA,2,1,4,11,13,9,6,15,9
103054,PIEVE VERGONTE,0,0,1,8,9,7,12,23,29
103055,PREMENO,0,1,10,6,11,11,22,29,23
103056,PREMIA,0,0,1,1,4,2,5,14,36
103057,PREMOSELLO-CHIOVENDA,0,0,4,12,12,9,8,31,27
103058,QUARNA SOPRA,0,0,0,0,3,7,2,5,7
103059,QUARNA SOTTO,0,0,1,1,5,4,3,3,18
103060,RE,0,0,0,8,3,0,3,7,15
103061,SAN BERNARDINO VERBANO,0,0,2,9,20,14,10,16,23
103062,SANTA MARIA MAGGIORE,0,0,16,35,40,29,32,50,28
103063,SEPPIANA,0,0,0,0,0,0,1,0,5
103064,STRESA,0,12,50,55,103,99,121,240,161
103065,TOCENO,0,0,12,16,12,14,12,16,12
103066,TRAREGO VIGGIONA,0,1,0,1,9,4,10,16,47
103067,TRASQUERA,0,0,0,0,0,0,0,4,13
103068,TRONTANO,0,2,7,8,6,5,5,8,12
103069,VALSTRONA,0,0,0,2,1,1,1,13,17
103070,VANZONE CON SAN CARLO,0,3,3,11,2,2,2,5,16
103071,VARZO,0,0,5,26,20,18,16,32,78
103072,VERBANIA,1,19,146,353,446,451,437,606,359
103073,VIGANELLA,0,0,1,0,0,0,3,1,6
103074,VIGNONE,0,0,3,9,15,14,15,16,25
103075,VILLADOSSOLA,0,6,34,42,52,47,41,70,40
103076,VILLETTE,0,0,0,0,0,0,2,3,3
103077,VOGOGNA,0,0,3,19,8,4,8,12,33
002057,FOBELLO,0,0,0,0,0,0,0,4,11
002058,FONTANETTO PO,0,0,1,4,7,8,7,23,23
002059,FORMIGLIANA,0,0,0,2,2,8,6,5,8
002061,GATTINARA,0,0,19,36,53,49,38,110,83
002062,GHISLARENGO,0,0,0,3,11,2,7,9,10
002065,GREGGIO,0,0,2,1,0,2,2,5,1
002066,GUARDABOSONE,0,0,0,2,3,2,0,7,13
002067,LAMPORO,0,0,3,2,4,3,1,9,6
002068,LENTA,0,0,3,5,7,2,3,8,10
002070,LIGNANA,0,0,1,5,6,7,12,5,41
002071,LIVORNO FERRARIS,0,1,18,21,28,31,40,74,28
002072,LOZZOLO,0,1,1,2,6,3,0,4,12
002078,MOLLIA,0,0,0,2,5,5,5,12,8
002079,MONCRIVELLO,0,0,7,6,6,5,7,17,20
002082,MOTTA DE' CONTI,0,0,1,1,4,2,7,8,10
002088,OLCENENGO,0,0,14,16,5,7,6,8,5
002089,OLDENICO,0,0,0,1,0,2,2,0,5
002090,PALAZZOLO VERCELLESE,0,0,2,1,2,11,11,42,28
002091,PERTENGO,0,0,0,1,4,2,2,5,3
002093,PEZZANA,0,1,2,12,8,13,5,16,16
002096,PILA,0,0,2,3,5,3,3,8,8
002097,PIODE,0,0,0,6,3,2,4,10,4
002102,POSTUA,0,0,1,2,6,3,4,4,19
002104,PRAROLO,1,1,6,9,3,5,9,11,9
002107,QUARONA,1,0,16,24,48,33,27,38,38
002108,QUINTO VERCELLESE,0,0,0,1,3,2,8,9,2
002110,RASSA,0,0,0,1,0,0,0,1,6
002111,RIMA SAN GIUSEPPE,0,1,0,0,3,4,0,0,5
002112,RIMASCO,0,0,0,0,4,6,1,3,6
002113,RIMELLA,0,0,0,0,0,0,0,0,10
002114,RIVA VALDOBBIA,2,12,1,5,7,6,4,9,11
002115,RIVE,0,0,1,3,0,2,5,8,2
002116,ROASIO,0,0,2,6,19,25,26,38,34
002118,RONSECCO,0,0,0,3,5,3,5,8,11
002121,ROSSA,0,0,0,0,0,0,0,4,12
002122,ROVASENDA,0,0,2,3,1,4,4,9,5
002123,SABBIA,0,0,0,0,0,0,0,0,6
002126,SALASCO,0,0,1,0,2,3,1,2,1
005107,SOGLIO,0,0,0,0,0,0,2,5,1
005108,TIGLIOLE,0,0,5,13,15,15,14,35,29
005109,TONCO,0,0,3,1,8,5,10,14,8
005110,TONENGO,0,0,0,3,2,1,4,5,7
005111,VAGLIO SERRA,0,0,0,1,2,2,2,6,1
005112,VALFENERA,0,3,16,37,43,31,33,36,23
005113,VESIME,0,0,0,1,1,2,5,3,14
005114,VIALE,0,0,0,0,1,0,1,4,7
005115,VIARIGI,0,0,1,1,6,5,7,17,19
005116,VIGLIANO D'ASTI,0,1,3,12,12,9,8,16,3
005117,VILLAFRANCA D'ASTI,2,3,9,24,37,35,31,54,27
005118,VILLANOVA D'ASTI,1,4,22,78,100,85,54,90,30
005119,VILLA SAN SECONDO,0,0,2,3,1,3,1,4,8
005120,VINCHIO,0,0,0,3,2,2,5,12,12
005121,MONTIGLIO MONFERRATO,1,2,7,19,12,16,10,37,42
006001,ACQUI TERME,7,26,141,298,331,250,185,221,150
006002,ALBERA LIGURE,0,0,0,0,3,1,6,4,14
006003,ALESSANDRIA,21,42,624,1554,1573,1089,824,900,394
006004,ALFIANO NATTA,1,1,5,5,13,7,8,11,18
006005,ALICE BEL COLLE,0,0,0,2,2,3,6,7,10
006006,ALLUVIONI CAMBIO',0,0,1,4,4,10,5,8,4
006007,ALTAVILLA MONFERRATO,0,0,1,3,1,4,4,4,6
006008,ALZANO SCRIVIA,0,0,0,2,2,2,0,4,1
006009,ARQUATA SCRIVIA,0,25,97,114,68,37,46,57,54
006010,AVOLASCA,0,0,0,1,0,1,1,9,6
006011,BALZOLA,0,1,0,1,6,9,2,18,19
006012,BASALUZZO,0,11,14,12,18,14,12,27,13
006013,BASSIGNANA,0,0,10,8,22,8,11,11,12
006014,BELFORTE MONFERRATO,0,0,6,5,5,5,5,10,9
006015,BERGAMASCO,0,0,0,3,3,12,6,10,10
006016,BERZANO DI TORTONA,0,0,1,4,1,2,0,0,4
006017,BISTAGNO,0,8,12,26,19,8,10,7,28
006018,BORGHETTO DI BORBERA,0,0,8,25,7,10,14,27,48
006019,BORGORATTO ALESSANDRINO,1,1,2,1,3,1,3,5,2
006020,BORGO SAN MARTINO,0,1,3,8,6,9,8,15,13